event_type,seq_id,time_stamp
event_17,device_16,2.2085110287976812
event_20,device_14,2.4655306459442543
event_3,device_20,3.5784437807786045
event_19,device_26,4.470106519734518
event_8,device_21,5.917441436284001
event_2,device_24,6.053379436494674
event_13,device_23,6.4658984760895954
event_18,device_4,6.604074732271999
event_7,device_3,6.83585716348092
event_11,device_16,6.869097770579129
event_6,device_26,7.012490529583647
event_3,device_20,7.0928266035682555
event_4,device_14,7.195675096237519
event_17,device_16,7.283665287283398
event_17,device_16,7.556995769578223
event_5,device_13,8.009806078117572
event_5,device_13,8.166457656917212
event_14,device_23,8.177232965086992
event_3,device_20,10.288126918180625
event_9,device_7,10.40362605116247
event_12,device_30,13.20132713458979
event_9,device_7,13.743471524993005
event_17,device_16,14.272346901826912
event_5,device_13,14.56866628798591
event_12,device_30,16.578614502533917
event_8,device_21,17.26623492171454
event_1,device_3,17.382678664485912
event_7,device_3,17.407078624665473
event_3,device_20,17.53794184294916
event_7,device_3,18.190045740489467
event_6,device_26,18.29966994231246
event_19,device_26,18.33570944222436
event_5,device_13,18.70394704984581
event_6,device_26,19.707546904724076
event_9,device_7,19.877987572144217
event_12,device_30,19.984799775996002
event_14,device_23,20.239002328057502
event_13,device_23,21.225864741535023
event_2,device_24,22.247537980191993
event_9,device_7,22.529764520238878
event_2,device_24,23.274997861754798
event_19,device_26,25.61553748552996
event_11,device_16,25.938202046697697
event_9,device_7,26.00965101354579
event_9,device_7,26.71600216149271
event_12,device_30,26.934355662235046
event_7,device_3,27.56405226928368
event_1,device_3,27.95450943002147
event_3,device_20,29.099874442271684
event_14,device_23,31.82533784944112
event_14,device_23,32.15749448529525
event_19,device_26,32.273528047265856
event_11,device_16,33.17224390844526
event_17,device_16,33.81536707007022
event_5,device_13,34.63002266769574
event_1,device_3,35.74953328862627
event_18,device_4,36.769817527431535
event_19,device_26,37.91283615514949
event_15,device_22,38.81221676521042
event_2,device_24,41.21071708707774
event_19,device_26,42.482013972459875
event_17,device_16,43.438940853220316
event_12,device_30,43.93299975429777
event_6,device_26,46.76727168155303
event_11,device_16,47.174097953133405
event_5,device_13,47.314719253637634
event_3,device_20,47.39265212001101
event_12,device_30,47.73834871692155
event_14,device_23,47.901513000977225
event_3,device_20,48.88230678902173
event_6,device_26,49.0940159689476
event_19,device_26,49.669780782166406
event_13,device_23,50.41863181317094
event_6,device_26,50.762963373253406
event_19,device_26,51.719354588485196
event_15,device_22,53.807384630212674
event_14,device_23,53.861292866078784
event_10,device_3,54.153009681755364
event_7,device_3,57.372465683109944
event_17,device_16,57.59408599836553
event_5,device_13,59.475775995073604
event_3,device_20,59.939175114334226
event_3,device_20,59.9896466448505
event_3,device_20,60.27647965415792
event_6,device_26,62.10960438565238
event_1,device_3,62.287267802380576
event_3,device_20,62.35935819601047
event_10,device_3,63.52792541255369
event_1,device_3,65.7908201741735
event_5,device_13,65.88712489111094
event_2,device_24,66.07002311961114
event_3,device_20,66.27762350818357
event_19,device_26,66.9125981130708
event_18,device_4,67.09582111591324
event_15,device_22,69.72437798939096
event_9,device_7,69.89946075995914
event_8,device_21,70.41340586409454
event_3,device_20,70.9360215193258
event_5,device_13,71.17955419871987
event_6,device_26,71.33866704519598
event_6,device_26,71.66166890376432
event_11,device_16,72.9306123774453
event_16,device_24,75.29024573664417
event_6,device_26,76.37336508675219
event_14,device_23,77.36663343638747
event_12,device_30,79.88812289807898
event_2,device_24,79.97645832272745
event_20,device_14,81.17024136459038
event_14,device_23,81.69089691536361
event_2,device_24,82.82893545874424
event_12,device_30,87.64273017712506
event_11,device_16,88.18153559468675
event_10,device_3,89.9604612782578
event_3,device_20,91.36943173616513
event_13,device_23,91.82559239283376
event_12,device_30,91.9957090830022
event_14,device_23,92.04870553150855
event_5,device_13,92.24548579226071
event_19,device_26,92.34029995456513
event_14,device_23,93.44402789632547
event_7,device_3,96.35556653837037
event_20,device_14,97.35697843206866
event_12,device_30,97.63199805966606
event_14,device_23,97.75814313408631
event_15,device_22,97.76604722766504
event_8,device_21,99.18425113367918
event_13,device_23,99.24383677367523
event_17,device_16,99.35443479847093
event_2,device_24,99.47552935571768
event_18,device_4,100.01127624194582
event_3,device_20,100.04132428860734
event_19,device_26,101.12482974235625
