event_type,seq_id,time_stamp
event_8,device_21,4.309712585324113
event_10,device_3,4.811263478323182
event_4,device_14,6.767891475190844
event_8,device_21,8.653882749081081
event_6,device_26,10.849203719497329
event_7,device_3,11.392421510811696
event_10,device_3,12.858642338201594
event_2,device_24,14.799877526179062
event_2,device_24,15.601050230754884
event_10,device_3,16.824885287551414
event_5,device_13,18.094049690162038
event_6,device_26,19.2102982086332
event_4,device_14,20.66837709984683
event_3,device_20,22.872162536706245
event_4,device_14,24.888201038031617
event_2,device_24,25.368159975308874
event_8,device_21,25.925851884912976
event_8,device_21,28.201137440140524
event_2,device_24,28.692186967529608
event_5,device_13,28.856381709373743
event_7,device_3,30.895998964054403
event_3,device_20,33.717186956965364
event_2,device_24,33.79622799369956
event_3,device_20,35.75493218080987
event_6,device_26,40.137971586240546
event_4,device_14,41.484445259527504
event_1,device_3,41.695305298748266
event_5,device_13,41.76798060666274
event_3,device_20,42.12065236093603
event_4,device_14,44.18866152512467
event_4,device_14,44.52573850279162
event_10,device_3,44.63765032048911
event_3,device_20,45.85804676264779
event_7,device_3,47.755607476017815
event_1,device_3,49.57075076682141
event_3,device_20,53.25393580099089
event_2,device_24,53.80931434225219
event_7,device_3,54.68285395187509
event_6,device_26,56.583909052782325
event_4,device_14,57.36621319477972
event_4,device_14,57.45988143662662
event_8,device_21,57.78185530457
event_6,device_26,59.24741582052909
event_4,device_14,59.39516873694755
event_5,device_13,60.571120608664216
event_7,device_3,61.00303549126215
event_3,device_20,62.07613797189162
event_1,device_3,62.76854834501525
event_1,device_3,65.8165747582776
event_7,device_3,70.76451176167666
event_1,device_3,75.13209035709492
event_1,device_3,77.53739490161317
event_8,device_21,78.32559222773348
event_10,device_3,78.88666844070595
event_2,device_24,79.27501287891677
event_1,device_3,80.91483868575959
event_9,device_7,84.57379392170701
event_3,device_20,86.69870152822791
event_4,device_14,90.73998988222607
event_4,device_14,90.90210046216555
event_2,device_24,94.316090654842
event_2,device_24,96.19666642568356
event_2,device_24,96.68755864481221
event_10,device_3,97.15020288807712
event_1,device_3,99.10201378039794
event_7,device_3,99.88234148598774
event_6,device_26,100.04911924113647
event_8,device_21,102.54074863619041
event_2,device_24,103.85648396773901
event_4,device_14,104.38486588939008
event_7,device_3,105.47818292047874
event_10,device_3,107.47093420926534
event_7,device_3,107.5308614750074
event_4,device_14,108.04000042566037
event_10,device_3,110.25954535136324
event_8,device_21,115.52858991586905
event_9,device_7,115.63685333692415
event_5,device_13,116.30772935441075
event_4,device_14,123.59021283561854
event_9,device_7,124.02630071334674
event_3,device_20,128.2620799300568
event_2,device_24,129.18221103490103
event_2,device_24,129.2684444340954
event_2,device_24,129.97391047879387
event_3,device_20,135.14951613231204
event_1,device_3,135.50927684365465
event_1,device_3,135.64478190086288
event_6,device_26,138.17655904006963
event_1,device_3,143.3097235438747
event_4,device_14,143.50315727285965
event_1,device_3,143.89083348074976
event_2,device_24,144.3613617262828
event_10,device_3,145.6029266260599
event_9,device_7,146.04232793598257
event_8,device_21,149.3395361189414
event_2,device_24,152.43565653417784
event_8,device_21,154.49711712571656
event_6,device_26,155.87067038102418
event_5,device_13,157.32364559780112
event_4,device_14,157.98804064761038
event_4,device_14,159.51596629820415
event_10,device_3,160.55769851484501
event_3,device_20,161.26400510900552
event_7,device_3,162.22619627899198
event_6,device_26,163.62325999185666
event_2,device_24,164.37036246829172
event_1,device_3,164.67538195978858
event_7,device_3,166.28315177775957
event_2,device_24,166.43001310972144
event_8,device_21,172.50810907062188
event_6,device_26,175.09292533423354
event_2,device_24,175.19970068865138
event_4,device_14,175.4479945693322
event_6,device_26,180.00154984337587
event_1,device_3,181.20444364282594
event_5,device_13,181.65249116477563
event_4,device_14,183.30547312424673
event_3,device_20,184.90887777274696
event_2,device_24,185.78084588705758
event_7,device_3,189.73623085955512
event_8,device_21,192.14245453205223
event_10,device_3,193.00192745437843
event_7,device_3,194.61768424709345
event_6,device_26,194.947403226138
event_8,device_21,194.96078465694308
event_9,device_7,196.77249344851785
event_10,device_3,198.02260071141126
event_8,device_21,199.75189794369336
event_7,device_3,199.78295127470437
event_9,device_7,201.51658655520768
event_2,device_24,201.61165116822593
event_9,device_7,205.16073323538302
event_1,device_3,209.06095249262586
event_8,device_21,209.36529696253663
event_1,device_3,209.82128545816434
event_8,device_21,215.33208471872175
event_2,device_24,215.48398262472162
event_6,device_26,215.9853272130389
event_8,device_21,217.5860805727046
event_7,device_3,218.03973706139342
event_1,device_3,219.46149321529543
event_9,device_7,221.61031445098695
event_1,device_3,222.76798126591424
event_5,device_13,224.07044301344717
event_6,device_26,225.5658215792333
event_3,device_20,225.87021719456638
event_2,device_24,230.1843053421643
event_5,device_13,234.8835340020094
event_4,device_14,234.99235312815884
event_8,device_21,235.51136603285912
event_4,device_14,238.77659819882882
event_3,device_20,239.7568058450229
event_5,device_13,239.8500143337949
event_7,device_3,239.92228445364856
event_8,device_21,241.33911211948384
event_6,device_26,241.8034642244752
event_8,device_21,243.31097973257647
event_5,device_13,243.59809741330187
event_3,device_20,244.36876244717834
event_2,device_24,245.941060100838
event_1,device_3,245.97223529631478
event_3,device_20,246.28529690882124
event_1,device_3,247.03161761684868
event_6,device_26,251.04682795232475
event_10,device_3,252.0054189694225
event_8,device_21,252.6199844960401
event_1,device_3,254.10110059404886
event_2,device_24,254.7001662875784
event_10,device_3,255.29895380568496
event_10,device_3,257.625260708011
event_4,device_14,258.2159562725496
event_6,device_26,258.6386101778979
event_2,device_24,260.9837733756662
event_3,device_20,263.35642731532556
event_6,device_26,265.05719354476463
event_3,device_20,267.22574540830544
event_7,device_3,272.9515704416376
event_1,device_3,277.38376656942233
event_4,device_14,277.82826363092175
event_8,device_21,278.953813572931
event_9,device_7,280.7707161980454
event_4,device_14,282.96615455034146
event_9,device_7,283.22346321911743
event_4,device_14,283.4591026081233
event_10,device_3,284.3835827208621
event_6,device_26,285.71949175809243
event_8,device_21,285.77091780415134
event_8,device_21,287.1200692380514
event_10,device_3,288.5874029673652
event_2,device_24,289.43563794200975
event_6,device_26,290.87893774278564
event_10,device_3,294.15127768029413
event_8,device_21,295.55861194817487
event_1,device_3,296.84895235390337
event_10,device_3,303.09426518778946
event_4,device_14,310.3423672013555
event_6,device_26,311.47920902625646
event_8,device_21,313.54827822994355
event_1,device_3,313.61823089726715
event_8,device_21,313.69354434947064
event_1,device_3,315.6152626322777
event_8,device_21,315.84713189097596
event_8,device_21,315.8615250478586
event_9,device_7,315.93460439708423
event_8,device_21,317.3752888126429
event_3,device_20,317.99081625784527
event_3,device_20,319.2007005947156
event_1,device_3,321.23047012162135
event_8,device_21,321.29100133984434
event_6,device_26,322.25053470131144
event_9,device_7,326.8815842370443
event_4,device_14,327.93463564206246
event_1,device_3,328.5749367417243
event_4,device_14,329.137884277697
event_8,device_21,329.527529621972
event_9,device_7,331.57073500984785
event_9,device_7,332.19100361454787
event_6,device_26,334.56834512947114
event_3,device_20,336.6568213856977
event_10,device_3,337.2618187185997
event_9,device_7,337.3914771876542
event_5,device_13,337.8761596107109
event_6,device_26,344.3722057858984
event_10,device_3,344.5868157447947
event_1,device_3,345.2067675831568
event_3,device_20,354.34738932815816
event_5,device_13,354.4450848086009
event_2,device_24,355.4575162687903
event_7,device_3,355.8029439195987
event_4,device_14,356.5488038763308
event_2,device_24,356.80972626834074
event_6,device_26,358.3138693357681
event_4,device_14,359.5447032924848
event_3,device_20,362.3410445240703
event_5,device_13,362.61160955648444
event_4,device_14,363.2438736516728
event_6,device_26,363.76064108407076
event_1,device_3,364.7247942094848
event_1,device_3,365.6869346123917
event_4,device_14,365.9456740183338
event_8,device_21,368.14608676104984
event_7,device_3,368.1634074392917
event_9,device_7,368.23092258495626
event_3,device_20,371.4501615834898
event_3,device_20,375.8393063027833
event_1,device_3,376.73350260280347
event_1,device_3,376.748929872623
event_8,device_21,376.97398630627254
event_9,device_7,379.03365391698725
event_2,device_24,380.94719067435386
event_6,device_26,382.871889784523
event_1,device_3,385.4343970011232
event_9,device_7,388.83732931725615
event_6,device_26,391.58750316973106
event_7,device_3,391.89631296074896
event_8,device_21,392.0032330863833
event_2,device_24,392.0292537555152
event_6,device_26,392.1349945991663
event_6,device_26,396.13733184580883
event_4,device_14,398.23355981760113
event_8,device_21,401.06299993445106
event_1,device_3,402.8128229361471
event_7,device_3,404.69529899635035
event_2,device_24,404.97928878012056
event_8,device_21,405.0899971119416
event_7,device_3,405.6600296526006
event_6,device_26,407.4522737578691
event_8,device_21,411.07543890436534
event_9,device_7,411.6544841137107
event_1,device_3,412.3796029188528
event_1,device_3,413.48193099239484
event_7,device_3,416.7073577429729
event_3,device_20,420.179837624992
event_4,device_14,424.0651595404866
event_5,device_13,425.18891571027194
event_5,device_13,425.5764721898481
event_10,device_3,425.89762329136516
event_8,device_21,427.94033149797065
event_2,device_24,430.89483776445877
event_5,device_13,431.433912438361
event_6,device_26,433.11627585898253
event_6,device_26,436.0344695518945
event_3,device_20,437.13894566393117
event_10,device_3,439.97116640716746
event_2,device_24,441.36343269535445
event_1,device_3,442.47012866004064
event_6,device_26,443.8091017286311
event_1,device_3,444.45527865700905
